Province,Electoral District Name/Nom de circonscription,Electoral District Number/Numéro de circonscription,Candidate/Candidat,Candidate Residence/Résidence du candidat,Candidate Occupation/Profession du candidat,Votes Obtained/Votes obtenus,Percentage of Votes Obtained /Pourcentage des votes obtenus,Majority/Majorité,Majority Percentage/Pourcentage de majorité
"Ontario","Barrie--Springwater--Oro-Medonte","35005","Brian Tamblyn Liberal/Libéral","Barrie, Ont.","Educator/Éducateur",21005,41.6,,
"Ontario","Barrie--Springwater--Oro-Medonte","35005","Ellen White NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Barrie, Ont.","General Manager/Directrice générale",5202,10.3,,
"Ontario","Barrie--Springwater--Oro-Medonte","35005","Marty Lancaster Green Party/Parti Vert","Oro-Medonte, Ont.","Teacher/Enseignant",2648,5.2,,
"Ontario","Barrie--Springwater--Oro-Medonte","35005","Darren Roskam Libertarian/Libertarien","Barrie, Ont.","Graphic Designer/Graphiste",401,.8,,
"Ontario","Barrie--Springwater--Oro-Medonte","35005","Ram Faerber Independent/Indépendant","Barrie, Ont.","Business Owner - Operator/Propriétaire et exploitant d'entreprise",188,.4,,
"Ontario","Bay of Quinte/Baie de Quinte","35006","Neil Ellis Liberal/Libéral","Belleville, Ont.","Business/Entreprise",29281,50.7,      9500,  16.5
"Ontario","Bay of Quinte/Baie de Quinte","35006","Jodie Jenkins Conservative/Conservateur","Belleville, Ont.","Sales Executive/Directeur commercial",19781,34.3,,
"Ontario","Bay of Quinte/Baie de Quinte","35006","Terry Cassidy NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Quinte West, Ont.","Executive Director/Directeur général",7001,12.1,,
"Ontario","Bay of Quinte/Baie de Quinte","35006","Rachel Nelems Green Party/Parti Vert","Hull, Que./ Qc","Candidate Support Administrator/Administratrice de soutien du candidat",1278,2.2,,
"Ontario","Bay of Quinte/Baie de Quinte","35006","Trueman Tuck Independent/Indépendant","Roslin, Ont.","Paralegal / Lobbyist/Parajuriste / Lobbyiste",372,.6,,
"Ontario","Beaches--East York","35007","Nathaniel Erskine-Smith Liberal/Libéral","Toronto, Ont.","Lawyer/Avocat",27458,49.4,     10345,  18.6
"Ontario","Beaches--East York","35007","Matthew Kellway ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Toronto, Ont.","Parliamentarian/Parlementaire",17113,30.8,,
"Ontario","Beaches--East York","35007","Bill Burrows Conservative/Conservateur","Toronto, Ont.","Business Development Manager/Gestionnaire, Développement de l'entreprise",9124,16.4,,
"Ontario","Beaches--East York","35007","Randall Sach Green Party/Parti Vert","Toronto, Ont.","Consultant/Consultant",1433,2.6,,
"Ontario","Beaches--East York","35007","James Sears Independent/Indépendant","Toronto, Ont.","Medical Investigator/Enquêteur médical",254,.5,,
"Ontario","Beaches--East York","35007","Roger Carter Marxist-Leninist/Marxiste-Léniniste","Toronto, Ont.","Retiree/Retraité",105,.2,,
"Ontario","Beaches--East York","35007","Peter Surjanac Independent/Indépendant","Toronto, Ont.","Banker/Banquier",43,.1,,
"Ontario","Brampton Centre/Brampton-Centre","35008","Ramesh Sangha Liberal/Libéral","Brampton, Ont.","Lawyer/Avocat",19277,48.6,      5932,  15.0
"Ontario","Brampton Centre/Brampton-Centre","35008","Bal Gosal ** Conservative/Conservateur","Brampton, Ont.","Parliamentarian/Parlementaire",13345,33.7,,
"Ontario","Brampton Centre/Brampton-Centre","35008","Rosemary Keenan NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Brampton, Ont.","Retired Teacher and Principal/Directrice et enseignante retraitée",5993,15.1,,
"Ontario","Brampton Centre/Brampton-Centre","35008","Saul Marquard T. Bottcher Green Party/Parti Vert","Brampton, Ont.","Publisher/Éditeur",844,2.1,,
"Ontario","Brampton Centre/Brampton-Centre","35008","Frank Chilelli Marxist-Leninist/Marxiste-Léniniste","Brampton, Ont.","Teacher/Enseignant",173,.4,,
"Ontario","Brampton East/Brampton-Est","35009","Raj Grewal Liberal/Libéral","Brampton, Ont.","Lawyer/Avocat",23652,52.3,     13010,  28.8
"Ontario","Brampton East/Brampton-Est","35009","Naval Bajaj Conservative/Conservateur","Brampton, Ont.","Business Consultant/Conseiller en affaires",10642,23.5,,
"Ontario","Brampton East/Brampton-Est","35009","Harbaljit Singh Kahlon NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Brampton, Ont.","Project Management Consultant/Conseiller en gestion de projets",10400,23,,
"Ontario","Brampton East/Brampton-Est","35009","Kyle Lacroix Green Party/Parti Vert","Brampton, Ont.","Service Associate/Associé de services",512,1.1,,
"Ontario","Brampton North/Brampton-Nord","35010","Ruby Sahota Liberal/Libéral","Brampton, Ont.","Lawyer/Avocate",23297,48.4,      7409,  15.4
"Ontario","Brampton North/Brampton-Nord","35010","Parm Gill ** Conservative/Conservateur","Brampton, Ont.","Parliamentarian/Parlementaire",15888,33,,
"Ontario","Brampton North/Brampton-Nord","35010","Martin Singh NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Brampton, Ont.","Pharmacist/Pharmacien",7946,16.5,,
"Ontario","Brampton North/Brampton-Nord","35010","Pauline Thornham Green Party/Parti Vert","Brampton, Ont.","Teacher/Enseignante",915,1.9,,
"Ontario","Brampton North/Brampton-Nord","35010","Harinderpal Hundal Communist/Communiste","Brampton, Ont.","Transportation/Transport",120,.2,,
"Ontario","Brampton South/Brampton-Sud","35011","Sonia Sidhu Liberal/Libéral","Brampton, Ont.","Diabetes Educator / Research Coordinator/Éducatrice diabète/Coordonnatrice de la recherche",23681,52.1,      7752,  17.1
"Ontario","Brampton South/Brampton-Sud","35011","Kyle Seeback ** Conservative/Conservateur","Orangeville, Ont.","Parliamentarian/Parlementaire",15929,35,,
"Ontario","Brampton South/Brampton-Sud","35011","Amarjit Sangha NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Brampton, Ont.","Television Host/Animateur à la télévision",4843,10.7,,
"Ontario","Brampton South/Brampton-Sud","35011","Shaun Hatton Green Party/Parti Vert","Brampton, Ont.","Director, business development/Directeur, développement d'entreprise",1011,2.2,,
"Ontario","Brampton West/Brampton-Ouest","35012","Kamal Khera Liberal/Libéral","Brampton, Ont.","Registered Nurse/Infirmière autorisée",24256,55.9,     11188,  25.8
"Ontario","Brampton West/Brampton-Ouest","35012","Ninder Thind Conservative/Conservateur","Mississauga, Ont.","Executive Assistant/Adjoint de direction",13068,30.1,,
"Ontario","Brampton West/Brampton-Ouest","35012","Adaoma Patterson NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Brampton, Ont.","Civil Servant/Fonctionnaire",5400,12.4,,
"Ontario","Brampton West/Brampton-Ouest","35012","Karthika Gobinath Green Party/Parti Vert","Brampton, Ont.","Public Servant/Fonctionnaire",674,1.6,,
"Ontario","Brantford--Brant","35013","Phil McColeman ** Conservative/Conservateur","Brantford, Ont.","Parliamentarian/Parlementaire",25874,40.9,      6452,  10.2
"Ontario","Brantford--Brant","35013","Danielle Takacs Liberal/Libéral","Brantford, Ont.","Government relations consultant/Consultante en relations gouvernementales",19422,30.7,,
"Ontario","Brantford--Brant","35013","Marc Laferriere NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Paris, Ont.","Professor/Professeur",15715,24.8,,
"Ontario","Brantford--Brant","35013","Kevin Brandt Green Party/Parti Vert","Brantford, Ont.","Optometric technician/Technicien d'optométrie",1582,2.5,,
"Ontario","Brantford--Brant","35013","Rob Ferguson Libertarian/Libertarien","Brantford, Ont.","Advertiser/Publicitaire",515,.8,,
"Ontario","Brantford--Brant","35013","The Engineer Turmel Independent/Indépendant","Brantford, Ont.","Banking Systems Engineer/Ingénieur en système, bancaires",164,.3,,
"Ontario","Bruce--Grey--Owen Sound","35014","Larry Miller ** Conservative/Conservateur","South Bruce Peninsula, Ont.","Parliamentarian/Parlementaire",26297,46.7,      4418,   7.8
"Ontario","Bruce--Grey--Owen Sound","35014","Kimberley Love Liberal/Libéral","Owen Sound, Ont.","Communications consultant/Consultante en communications",21879,38.8,,
"Ontario","Bruce--Grey--Owen Sound","35014","David McLaren NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Neyaashiinigmiing, Ont.","Writer / broadcaster/Auteur / diffuseur",6270,11.1,,
"Ontario","Bruce--Grey--Owen Sound","35014","Chris Albinati Green Party/Parti Vert","Allenford, Ont.","Lawyer/Avocat",1887,3.3,,
"Ontario","Burlington","35015","Karina Gould Liberal/Libéral","Burlington, Ont.","Consultant/Consultante",32229,46,      2449,   3.5
"Ontario","Burlington","35015","Mike Wallace ** Conservative/Conservateur","Burlington, Ont.","Parliamentarian/Parlementaire",29780,42.5,,
"Ontario","Burlington","35015","David Laird NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Burlington, Ont.","Vice-President CUPE 2314/Vice-président CUPE 2314",6381,9.1,,
"Ontario","Burlington","35015","Vince Fiorito Green Party/Parti Vert","Burlington, Ont.","Information Technology Consultant/Conseiller en technologies de l'information",1710,2.4,,
"Ontario","Cambridge","35016","Bryan May Liberal/Libéral","Cambridge, Ont.","General Manager/Directeur général",23024,43.2,      2411,   4.5
"Ontario","Cambridge","35016","Gary Goodyear ** Conservative/Conservateur","Cambridge, Ont.","Parliamentarian/Parlementaire",20613,38.6,,
"Ontario","Cambridge","35016","Bobbi Stewart NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Cambridge, Ont.","Retired Child Protection Worker/Préposée à la protection de l'enfance retraitée",7397,13.9,,
"Ontario","Cambridge","35016","Michele Braniff Green Party/Parti Vert","Cambridge, Ont.","Program Manager/Gestionnaire de programme",1723,3.2,,
"Ontario","Cambridge","35016","Lee Sperduti Independent/Indépendant","Cambridge, Ont.","Automotive Assembler/Assembleur de véhicules automobiles",474,.9,,
"Ontario","Cambridge","35016","Manuel Couto Marxist-Leninist/Marxiste-Léniniste","Etobicoke, Ont.","Industrial Worker/Travailleur industriel",108,.2,,
"Ontario","Carleton","35088","Pierre Poilievre Conservative/Conservateur","Greely, Ont.","Parliamentarian/Parlementaire",27762,46.9,      1849,   3.1
"Ontario","Carleton","35088","Chris Rodgers Liberal/Libéral","Kars, Ont.","Policy Analyst/Analyste des politiques",25913,43.7,,
"Ontario","Carleton","35088","Kc Larocque NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Ottawa, Ont.","Manager/Gérante",3632,6.1,,
"Ontario","Carleton","35088","Deborah Coyne Green Party/Parti Vert","Ottawa, Ont.","Policy Advisor/Conseillère politique",1932,3.3,,
"Ontario","Chatham-Kent--Leamington","35017","Dave Van Kesteren ** Conservative/Conservateur","Chatham, Ont.","Parliamentarian/Parlementaire",21677,41.7,      2326,   4.5
"Ontario","Chatham-Kent--Leamington","35017","Katie Omstead Liberal/Libéral","Leamington, Ont.","Educator/Éducatrice",19351,37.2,,
"Ontario","Chatham-Kent--Leamington","35017","Tony Walsh NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Chatham, Ont.","Business consultant/Conseiller en affaires",9549,18.4,,
"Ontario","Chatham-Kent--Leamington","35017","Mark Vercouteren Green Party/Parti Vert","Blenheim, Ont.","Unemployed/Sans emploi",1394,2.7,,
"Ontario","Davenport","35018","Julie Dzerowicz Liberal/Libéral","Toronto, Ont.","Business Person/Personne d'affaires",21947,44.3,      1441,   2.9
"Ontario","Davenport","35018","Andrew Cash ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Toronto, Ont.","Parliamentarian/Parlementaire",20506,41.4,,
"Ontario","Davenport","35018","Carlos Oliveira Conservative/Conservateur","Mississauga, Ont.","Paralegal/Immigration Consultant/Assistant juridique/  Consultant en immigration",5233,10.6,,
"Ontario","Davenport","35018","Dan Stein Green Party/Parti Vert","Toronto, Ont.","Lawyer/Avocat",1530,3.1,,
"Ontario","Davenport","35018","Miguel Figueroa Communist/Communiste","Toronto, Ont.","Leader of Political Party/Chef de parti politique",261,.5,,
"Ontario","Davenport","35018","Chai Kalevar Independent/Indépendant","Toronto, Ont.","Planetary Patriot/Patriote de la planète",107,.2,,
"Ontario","Don Valley East/Don Valley-Est","35019","Yasmin Ratansi Liberal/Libéral","Toronto, Ont.","Accountant/Comptable",24048,57.8,     11893,  28.6
"Ontario","Don Valley East/Don Valley-Est","35019","Maureen Harquail Conservative/Conservateur","North York, Ont.","Lawyer/Avocate",12155,29.2,,
"Ontario","Don Valley East/Don Valley-Est","35019","Khalid Ahmed NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Pickering, Ont.","Social Services Worker/Student/Travailleur social/Étudiant",4307,10.4,,
"Ontario","Don Valley East/Don Valley-Est","35019","Laura Elizabeth Sanderson Green Party/Parti Vert","Toronto, Ont.","Retail Management - Food Service/Gestion de détail - services alimentaires",1078,2.6,,
"Ontario","Don Valley North/Don Valley-Nord","35020","Geng Tan Liberal/Libéral","Toronto, Ont.","Chemist/Chimiste",23494,51.4,      6215,  13.6
"Ontario","Don Valley North/Don Valley-Nord","35020","Joe Daniel ** Conservative/Conservateur","Toronto, Ont.","Engineer/Ingénieur",17279,37.8,,
"Ontario","Don Valley North/Don Valley-Nord","35020","Akil Sadikali NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Toronto, Ont.","Software Developer/Développeur de logiciels ",3896,8.5,,
"Ontario","Don Valley North/Don Valley-Nord","35020","Caroline Brown Green Party/Parti Vert","Vancouver, B.C./ C.-B.","Campaign Coordinator/Coordonnatrice de la campagne",1018,2.2,,
"Ontario","Don Valley West/Don Valley-Ouest","35021","Rob Oliphant Liberal/Libéral","Toronto, Ont.","Health Charity Executive/Directeur d'organisme de bienfaisance en santé",27472,53.8,      8266,  16.2
"Ontario","Don Valley West/Don Valley-Ouest","35021","John Carmichael ** Conservative/Conservateur","Toronto, Ont.","Businessman/Homme d'affaires",19206,37.6,,
"Ontario","Don Valley West/Don Valley-Ouest","35021","Syeda Riaz NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Toronto, Ont.","Student/Étudiante",3076,6,,
"Ontario","Don Valley West/Don Valley-Ouest","35021","Natalie Hunt ** Green Party/Parti Vert","Victoria, B.C./ C.-B.","Operations Manager/Gestionnaire des opérations",848,1.7,,
"Ontario","Don Valley West/Don Valley-Ouest","35021","John Kittredge Libertarian/Libertarien","Toronto, Ont.","Retired/Retraité",325,.6,,
"Ontario","Don Valley West/Don Valley-Ouest","35021","Elizabeth Hill Communist/Communiste","Toronto, Ont.","Retired/Retraitée",84,.2,,
"Ontario","Don Valley West/Don Valley-Ouest","35021","Sharon Cromwell Independent/Indépendant","Toronto, Ont.","Security professional/Professionnelle en sûreté",75,.1,,
"Ontario","Dufferin--Caledon","35022","David Allan Tilson ** Conservative/Conservateur","Mono, Ont.","Parliamentarian/Parlementaire",27977,46.3,      4334,   7.2
"Ontario","Dufferin--Caledon","35022","Ed Crewson Liberal/Libéral","Shelburne, Ont.","Insurance Broker/Courtier d'assurances",23643,39.1,,
"Ontario","Dufferin--Caledon","35022","Nancy Urekar Green Party/Parti Vert","Orangeville, Ont.","Retail Business Owner/Propriétaire d'un commerce de détail",4433,7.3,,
"Ontario","Dufferin--Caledon","35022","Rehya Yazbek NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Inglewood, Ont.","Staff Representative/Représentante du personnel",4398,7.3,,
"Ontario","Durham","35023","Erin O'Toole ** Conservative/Conservateur","Courtice, Ont.","Lawyer/Avocat",28967,45.1,      6018,   9.4
"Ontario","Durham","35023","Corinna Traill Liberal/Libéral","Newcastle, Ont.","Lawyer/Avocate",22949,35.8,,
"Ontario","Durham","35023","Derek Spence NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Newtonville, Ont.","Custodian/Gardien",10289,16,,
"Ontario","Durham","35023","Stacey Leadbetter Green Party/Parti Vert","Whitby, Ont.","Law clerk/Technicienne judiciaire",1616,2.5,,
"Ontario","Durham","35023","Andrew Moriarity Christian Heritage Party/Parti de l'Héritage Chrétien","Bowmanville, Ont.","District Manager/Directeur de district",364,.6,,
"Ontario","Eglinton--Lawrence","35024","Marco Mendicino Liberal/Libéral","Toronto, Ont.","Lawyer/Avocat",27278,48.9,      3490,   6.3
"Ontario","Eglinton--Lawrence","35024","Joe Oliver ** Conservative/Conservateur","Toronto, Ont.","Parliamentarian/Parlementaire",23788,42.6,,
"Ontario","Eglinton--Lawrence","35024","Andrew Thomson NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Toronto, Ont.","Business Person/Personne d'affaires",3505,6.3,,
"Ontario","Eglinton--Lawrence","35024","Matthew Chisholm Green Party/Parti Vert","Toronto, Ont.","Community Organizer/Organisateur communautaire",799,1.4,,
"Ontario","Eglinton--Lawrence","35024","Ethan Buchman Libertarian/Libertarien","Guelph, Ont.","Software Engineer/Ingénieur en logiciel",308,.6,,
"Ontario","Eglinton--Lawrence","35024","Rudy Brunell Solomonovici Animal Alliance/Environment Voters/Animal Alliance/Environment Voters","Toronto, Ont.","Book-Keeper/Aide-comptable",114,.2,,
"Ontario","Elgin--Middlesex--London","35025","Karen Louise Vecchio Conservative/Conservateur","St. Thomas, Ont.","Executive Assistant to the Member of Parliament/Adjointe exécutive du député",28023,49.2,     10381,  18.2
"Ontario","Elgin--Middlesex--London","35025","Lori Baldwin-Sands Liberal/Libéral","St. Thomas, Ont.","Property Manager/Gestionnaire immobilier",17642,31,,
"Ontario","Elgin--Middlesex--London","35025","Fred Sinclair NDP-New Democratic Party/NPD-Nouveau Parti démocratique","St. Thomas, Ont.","Customer Service Representative/Préposé au service à la clientèle",8771,15.4,,
"Ontario","Elgin--Middlesex--London","35025","Bronagh Joyce Morgan Green Party/Parti Vert","London, Ont.","Legal Writer/Rédactrice juridique",1783,3.1,,
"Ontario","Elgin--Middlesex--London","35025","Michael Hopkins Christian Heritage Party/Parti de l'Héritage Chrétien","St. Thomas, Ont.","Machinist/Machiniste",529,.9,,
"Ontario","Elgin--Middlesex--London","35025","Lou Bernardi Rhinoceros/Rhinocéros","St. Thomas, Ont.","Student and Software Developer/Etudiant et Développeur de logiciels",185,.3,,
"Ontario","Essex","35026","Tracey Ramsey NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Belle River, Ont.","Auto Assembler/Assembleur automobile",25072,41.4,      3470,   5.7
"Ontario","Essex","35026","Jeff Watson ** Conservative/Conservateur","Amherstburg, Ont.","Parliamentarian/Parlementaire",21602,35.7,,
"Ontario","Essex","35026","Audrey Festeryga Liberal/Libéral","Kingsville, Ont.","Lawyer/Avocate",12639,20.9,,
"Ontario","Essex","35026","Jennifer Alderson Green Party/Parti Vert","Belle River, Ont.","Postal worker/Employée des postes",1141,1.9,,
"Ontario","Essex","35026","Enver Villamizar Marxist-Leninist/Marxiste-Léniniste","Windsor, Ont.","Teacher/Enseignant",77,.1,,
"Ontario","Etobicoke Centre/Etobicoke-Centre","35027","Borys Wrzesnewskyj Liberal/Libéral","Mississauga, Ont.","Business Person / Owner/Personne d'affaires / Propriétaire d'entreprise",32612,52.8,      9542,  15.4
"Ontario","Etobicoke Centre/Etobicoke-Centre","35027","Ted Opitz ** Conservative/Conservateur","Toronto, Ont.","Parliamentarian/Parlementaire",23070,37.3,,
